	tweet	class
22439	wh obama won8217t name holder8217s replacement rubes already cast midterm ballots hot air httptcoyf1o8h99uz	2
22440	wib plays next fri 51614at silverdome ballroom21 neillsvillewi charlie parr amp hobo nephews uncle frank tickets 15	2
22441	wtf imma legs charlie murphy	2
22442	wtf chick singing 7th inning stretch giants game wearing shes like redneck carmen miranda nlds	1
22443	wtmf murica say thunderpunched throat sole stomped	2
22444	waddup bitch got ta get tf outta town tonite httptcofdc54x3cb0	1
22445	wagwuan bitches	1
22446	wait 1285571285571285641285648220taecocky faggot wear seat beat8221	1
22447	wait min rt angie_goodwood pussy rt kinghorsedick rihanna cologne men probably smell like curry goat nail clippings	1
22448	wait min nigga bitch lol rt illiep252 fuckthesteelers httr dont give damn cont httptco9vemnxduql	1
22449	wait minute bowyer causing yellow chase race rt knighter01 caution 15 nascar	2
22450	wait bitchkeep simple never basic	1
22451	wait kidfivevibes take brownies	2
22452	wait thats noooo butt naked bitch 128514128514128514128514128514 awwwww boy	1
22453	wait mudda cunt hypocrisy	1
22454	wait rt kinghorsedick y8217all ever put ur finger lil hole back pussy cool	1
22455	waiting brownies want brownies someone hooks	2
22456	waiting bitches badnewsbridget morbidmermaid 128034128034128034128034	1
22457	waiting wetback sycksyllables httptcol8wqzduzze	0
22458	waka bitch bad fr	1
22459	wake american sheeple nd stop allowing pussy azz politicians never bust gun they8230 httptcorn6nnnynxv	1
22460	wake bitches	1
22461	wake stoopid dyke randypawlik	0
22462	walk party boot yo hoe	1
22463	walk bitch like rt mkellyredmen25 murdered test httptcoxyivsrbsop	1
22464	walk house knock door blow ass drop drop bitch got sawed	1
22465	walked wit new bitch got niggas mad know	1
22466	walked party playin nelly air force ones walked outta bitch immediately littered yard	1
22467	wallah ill drop kick bitch	1
22468	wallah dumb bitch dream fucking lottery wake early play fuck hoe	1
22469	wan na find truth somebody tell em watch real bitch nigga hoe come em	1
22470	want cheese whine bitch	1
22471	want cry cause girls la fitness imma bitch	1
22472	want go get brownie im stuck doe	2
22473	want touch tha boootyyyyyneeeeed touch heinie 127825	2
22474	wanted eat pussy back shes sleepsmh	1
22475	warriors aint winning shit curry keep playin like bitch	1
22476	finna slit eyebrows shop nahhhhhh	2
22477	kimball gym today boy carteramp kimball hoe wouldve stupid	1
22478	wash hoe	1
22479	washpost describes charlie crists bizarre obsession fan legs stop sweat askedanswering questions dog	2
22480	washing coon hair	0
22481	wassup wit fucc niccas	0
22482	watch stop talking ampamp bitch still tweets	1
22483	watch ima hit hoe later summer finna bestmost livestock party 2014	1
22484	watch twitter bitch	1
22485	watch ned crc worldcup2014 puravida httptcodcagrh4sle	2
22486	watch nigger lovers day coming httptcozv1cpk1iy8	0
22487	watch blacks whiggers cry httptcoemluwbbogw	1
22488	watch yo hoe	1
22489	watched crows eat sandwich	2
22490	watching steelers colts getting blinded steelers uniys look like bunch bumblebees	2
22491	watching deadly women malicious bitch left 50 babies sun bake death wtf	1
22492	watching forrest gump taught bitches wan na hoes theyre tired	1
22493	watching richie rich tveven wanted kick ghetto kids shows yuh much money aint thang	2
22494	watching nigger movie menace2society trying learn enemy good reconnaissance	0
22495	watchu smiling da foe nigguh	1
22496	water whippin bitch bobby buschi	1
22497	wats ppl calling foriegn bitch	1
22498	wave 127754 get splashed 128166 splashgang ya bitch	1
22499	way many pussies lay nothing generation literally figuratively	1
22500	wayne crazy new orleans ass nicca lol	1
22501	wayne went ape shit tht krazy	1
22502	aint gon talk bout yo partnas cuz dey aint shit like niccas	1
22503	aint really wit talkin bitch bout action	1
22504	back bitches vnpacheco21 xoxoclaire_ treyhunter_ medgmon delaney_jade sean_steezy alexistiefa	1
22505	fan base large gives crap rodgers chews guys nobody bitches brady manning	1
22506	passed dem niccas yrs ago fr	1
22507	hella hoes swear want	1
22508	bout next chik fil lmao couple fags said told didnt like food get never happened 128514128514128514128514	1
22509	cant call somebody wack got raymond felton rt beckdeemyg lin trash	2
22510	cant trust hoes fam httptcoinvr9wnccv	1
22511	cocky yea bitch cocky	1
22512	delivering bitch	1
22513	dont hire bitches	1
22516	dont love hoes want one night 128514128553999665039 jayballout onlywantonenight 312	1
22517	dont play 127936 bitch theres take backs	1
22518	dont pop bitch slide	1
22519	dont want yo bitch mane wan na fun	1
22520	got gin mad blunts bitches sucking dick	1
22521	got mob ties hoes gangstaz toomob wives bad bitchesbut dont spend alotta8230 httptcoleczepivs7	1
22522	hate lil nicca lol rt redfernave hate steelers dawg	0
22523	bitch httptcojkqld5vodm	1
22524	chasing os round aint chasing hoes round 128176128181 127939128168 128581	1
22525	know hoe gon na bday cctheshugavery rt omgitskaric moyizzy plan 128520	1
22526	know fat hoes big boned jus fat af	1
22527	live ina generation praise hoes	1
22528	need ut expose hoes page hmmmmm	1
22530	need start fantasy team ut hoes lol	1
22531	struggling college work ice jj fish making money trash lol world come	2
22532	ran thru bitch fallin love	1
22533	deep bitch might drown	1
22534	trash	1
22535	use sneak cats back wood hollow ceelo ranch toss ass pool lil bitches	1
22536	wacko birds still tweeting makedclisten	2
22537	well catch hoes later stay ya grind	1
22538	bringing cadaver dogs charlie brown rejectedpeanutsspecials	2
22539	good match cuz retardedn weed	1
22540	going make school look redneck tomorrow	2
22541	weazy bitch birdman jr httptcowxnx94bzoc	1
22542	webbie retarded	1
22543	weed brownies gtgtgtgt 128553128079	2
22544	weed nigguh retweet	1
22545	weef fitm life fuck flappy bird	1
22546	weekend amazing week lets use extended weekend celebrate successes fellow queer folk	2
22547	weird ass bitches	1
22548	weird frosted colored lipgloss weird	2
22549	welcome land dispossession httptcov14jktlz check evil racist whitey sitting steps etc reconquista woo hoo	2
22550	welcome family mia meli new puppy adorable cute fluffy mutt mybaby girl httptcoa27c1xuezp	2
22551	welding shirt redneck version tanning lol	1
22552	well wish could shoot shit wit u bitches daddy got ta get dis money one	1
22553	well im back prowl bad bitch	1
22554	well jay guess wan na keep house burning downthe bird word yeah jaymohrsports jaymohr37	2
22555	well jennas getting yellow lab know ill whenever im home	2
22556	well damn lmaooo 171igiveemnathan dyke picture used girl time187	1
22557	well dayum rt tristine214 seen bitches knocking censor tags clothes patio hammers httptcotwe3vy0bk5	1
22558	well done coon	1
22559	well gahdamn rt huhwhatsacondom wooooow 8220moesdeph good job mommy cutest thing blue ivy ever done still ugly nigger baby8221	0
22560	well good morning early birds minus 47 mins thee clock breakfast shower rub one sleep	2
22561	well guess know bunch hoes gone bring ya baldpussy hoeass 2 elements tonight tho8230 httptco4g85sn1afx	1
22562	well feel like bitch 128530	1
22563	well isnt bitch 2 wildcards going worldseries	1
22564	well im basically gone full retard lets get blasted	1
22565	well thank goodness got musicians arent bitches like tampa_rick example	1
22566	well haha rt laydeesweets think bitches confused like im wife theyaintknow lol vivalajuicyy69	1
22567	well little cunt	1
22568	well jhud giving bae got home work ima throw pussy httptco2kbsxamddg httptcoeszjsuqyiq	1
22569	wellis gon na take da bitch naw	1
22570	welp imma hoe rt gladvillian hoe likes chocolate	1
22571	welp 8220femaiestruggle baby cooked bae whats dinner bitch texting httptcopoxpyq5eiy	1
22572	wen yu see uh bad bitch n wan na holla say ayyy	1
22573	went open house today amp place trash ewww	2
22574	went ya bitch house virgin anymore	1
22575	westbrook ball hogging bitch pass fuckin teammates want win	1
22576	western jihadi fanboys use language peppering sentences arabic words sound knowledgeable comical httptcog2rca1xgh7	2
22577	westside nicca	1
22578	wet bitches httptcofm7udyku	1
22579	america teaches people bitch something enough youll get want	1
22580	hate edm festivals people bitch line stfu	1
22581	look like ho look like yes look like nickiminaj	1
22582	dirty girl haha 58381574235838057607 cat pussy pets httptco7yaydate	1
22583	bitch pshh	1
22585	fag	0
22586	fucking faggot	0
22587	fucking retard	1
22588	hoe lol	1
22589	pussy subtweet unfollow cant even reply try understand point yeah im idiot	1
22590	sniveling little cunt would embarrassed cant stand guy joederosacomedy thecumiashow	1
22591	trash franchise rt arashmarkazi fergie sing national anthem clippers season opener tomorrow	2
22592	wetback looks like gets caught crossing border ilovebamf httptcoj3uf1tyubo	0
22593	wifey would understand hoe could never comprehend	1
22594	amazing proud day today nkotb blockheads time bed good knight	2
22595	barrel trash doesnt smell bad rt jay_f5 imagine dragons nickelback	2
22596	peckin order 1 white christian 2 colored 3 porto ricans 4 arab 5 jews donts know axin	0
22597	nigga thats currently cuffin bitch dats getting exposed 128514128553128557128514128514	1
22598	else come mondays im finna watch trash ive destroyed enuf brain cells	2
22599	ever happened teen titans day must mock teen titans go	2
22600	talked ghetto lol id annoyed self	2
22601	ass mean get half cash man bitch kiss ass	1
22602	twitter even lmao hoe wack af	1
22603	yankees today using wooden things making way around bases weird	2
22604	twitta niccas	1
22605	jealous hoe made httptco95rdo7rhvq	1
22606	kind bitch ass throw alex fuck	1
22607	kind person one wears beanie drugs likes fuck bitches	1
22608	kind sorcery rt officiallyice nope rt 2charmss eat pussy im cycle amp call cherry pie	1
22609	mad cunt created masturbating dude needs high 5	1
22610	made niggah say mouth	1
22611	makes lose temper 8212 dumb ass bitches talk shit wont walk mil shoes httptco1v4dpwheul	1
22612	manner black folk take kids riding ghetto point misplaced youth victimized amp cursed brethren say	2
22613	bitch ive got youre girlfriend owne1235 httptcocydgoop9yz	1
22614	ppl expect august aslina nig new orleans	0
22615	restaurant drugs tests hahahaha thats fuckin trash	1
22616	state got best pussy 128064	1
22617	bitch tryna say	1
22618	fuck tho really entire fucking world media gone obama retarded know medical science protocols wuh	1
22619	fuck kind redneck commercial indycar	1
22620	hell pussy rules soldiers dont carry weapons 247 base trained liberal crap amp people die	1
22621	monkey httptcoh76rptl8wq	2
22622	bitches want nicca 128553128553	1
22623	bitches want nigga like dmx shit	0
22624	taught us man bad bitches want ballers starters hoopin hoes wan na guard us	1
22625	time jamboree start thursday ca smile ugly hoes 128514128128	1
22626	u dont another hoe	1
22627	fake ass hoe im gone fought today gim nigga hand back	1
22628	twats mean twits 128522	1
22629	knob get shit back focus started getting fuzzy	1
22630	would yall doi would act like one nd act like lookin bitch lmao httptco7d0jeamuvf	1
22631	bitch suck dont bite	1
22632	gon na cheat cry fight kick bitch go straight tootsies	1
22633	know getting money low key hanging street niccas fukn wit ogs	1
22634	saying hoe	1
22635	whats queen without king lonely ass bitch	1
22636	whats trash party	2
22637	whats really funny bout pic im sure believe hoes bad 128514128514128514128514 httptco15r8woqxhd	1
22638	whats retarded actually love job really weird passion	1
22639	whats good prom see another faggot ass high school dance	0
22640	whats makeup called cheeks call bitch spots lmao	1
22641	whats picslip shit posting pic slip dont flatter stupid ass bitches	1
22642	whats bitch look like yall 8220pearlblueyes add stupid chapsnatpearlblueyes httptcoraslfxof5d8221	1
22643	whats bitch retarded give back 16 dollars 8220amandabynes every time meet somebody assume ill never meet again8221	1
22644	whats faggots bet yall thought youd seen last	0
22645	whats bitches bed clothes walking streets like shit cute	1
22646	whats worse ebola fing retards trying make race issue al sharpton caused american death ebola	0
22647	whats worse jury duty confirmation get serving general public retarded	1
22648	whatever im going concert todayi cant little bitch right	1
22649	whatever happens wont let racism become big trend refuse fuckin dead body bitches im mixed cant racist	1
22650	whats wrong w marie hibben bitch	1
22651	whats wrong bitch	1
22652	drake got ex bitch amp one tryna move w time call amp give	1
22653	charlie tries walk room cant remember locked door httptcofrtigzzpqf	2
22654	chief keef said aint done turning bitch httptcobx2mxv2oso	1
22655	seein y8217all runnin back forf woyke shit thankin jesus colored	1
22656	pussy calling bitch	1
22657	call bitch come	1
22658	die throw couple bad bitches casket	1
22659	see fine bitch dont get excited	1
22660	step da club niggas give daps hugs hoes swinging dey eye ik one thing right wan na fuck	1
22661	wan na nut wan na nut time im peyton manning bitch audible omha	1
22662	16 amp homies used go mall pull hoes id home later night like httptcozq8utplyfk	1
22663	6th grade lil bitch school 5th pregnant like wtf barely new pussy looked like young	1
22664	hs dance team steppers hoes ghetto shit kept pep rally hyped	1
22665	im relationship im erasing twitter cuz many bitches accessible got ta hormones 13 year old home alone	1
22666	jake mad happy hugged muscle faced renee russo end 1 like yeah bitches bout win	1
